route_id,from_node_id,to_node_id,transport_mode,distance_km,base_cost_usd,fuel_sensitivity,capacity_units,transit_time_hours
R_01866,NODE_0141,NODE_0145,Rail,4043,572,0.28,10740,149
R_01867,NODE_0181,NODE_0121,Truck,476,1233,0.57,9204,51
R_01868,NODE_0196,NODE_0104,Sea,10197,135,0.29,4987,154
R_01869,NODE_0138,NODE_0248,Truck,1667,604,0.62,9240,69
R_01870,NODE_0235,NODE_0084,Truck,3710,672,0.47,9824,179
R_01871,NODE_0157,NODE_0222,Sea,9925,891,0.22,9608,33
R_01872,NODE_0041,NODE_0209,Sea,7376,1006,0.17,14598,225
R_01873,NODE_0194,NODE_0011,Sea,4551,520,0.28,18106,119
R_01874,NODE_0268,NODE_0175,Rail,439,1122,0.33,14710,222
R_01875,NODE_0226,NODE_0105,Rail,2467,258,0.34,14375,51
R_01876,NODE_0206,NODE_0106,Truck,5248,823,0.53,10151,191
R_01877,NODE_0148,NODE_0118,Rail,9937,1061,0.39,9997,173
R_01878,NODE_0033,NODE_0231,Sea,458,896,0.24,13780,105
R_01879,NODE_0010,NODE_0251,Rail,11964,1012,0.39,4931,119
R_01880,NODE_0130,NODE_0178,Truck,4509,850,0.63,10515,130
R_01881,NODE_0080,NODE_0086,Truck,9692,1420,0.55,19397,215
R_01882,NODE_0100,NODE_0018,Rail,6073,198,0.36,4948,189
R_01883,NODE_0081,NODE_0047,Sea,11492,1232,0.16,4597,142
R_01884,NODE_0130,NODE_0231,Truck,4903,390,0.62,11126,230
R_01885,NODE_0095,NODE_0117,Rail,5205,441,0.33,9596,231
R_01886,NODE_0047,NODE_0026,Sea,10825,460,0.19,17409,116
R_01887,NODE_0085,NODE_0120,Truck,3301,1334,0.59,4207,205
R_01888,NODE_0051,NODE_0137,Truck,8848,354,0.61,14089,193
R_01889,NODE_0091,NODE_0078,Sea,3160,603,0.27,12665,226
R_01890,NODE_0087,NODE_0139,Sea,439,1125,0.23,3862,108
R_01891,NODE_0069,NODE_0085,Truck,7785,419,0.62,9927,228
R_01892,NODE_0188,NODE_0293,Rail,7676,603,0.32,5600,190
R_01893,NODE_0127,NODE_0082,Sea,10028,186,0.16,14367,42
R_01894,NODE_0000,NODE_0147,Rail,8765,1103,0.35,14943,148
R_01895,NODE_0277,NODE_0206,Sea,7745,1425,0.29,13597,209
R_01896,NODE_0295,NODE_0207,Rail,8676,934,0.28,18375,40
R_01897,NODE_0018,NODE_0105,Truck,9927,852,0.62,5785,162
R_01898,NODE_0211,NODE_0195,Rail,5007,865,0.25,17965,58
R_01899,NODE_0008,NODE_0110,Rail,10560,401,0.32,6582,174
R_01900,NODE_0154,NODE_0202,Truck,2431,133,0.63,16386,72
R_01901,NODE_0249,NODE_0204,Rail,11779,1052,0.31,8707,126
R_01902,NODE_0066,NODE_0212,Truck,4120,398,0.63,5318,83
R_01903,NODE_0191,NODE_0027,Rail,7720,891,0.38,16201,27
R_01904,NODE_0150,NODE_0181,Sea,9137,1077,0.16,17710,25
R_01905,NODE_0180,NODE_0169,Truck,5184,1137,0.48,5319,45
R_01906,NODE_0287,NODE_0138,Truck,504,1143,0.49,19075,103
R_01907,NODE_0012,NODE_0229,Rail,5572,1355,0.32,12700,80
R_01908,NODE_0188,NODE_0026,Sea,9694,352,0.28,17974,118
R_01909,NODE_0263,NODE_0018,Sea,9078,1259,0.23,7024,219
R_01910,NODE_0193,NODE_0169,Sea,11802,1000,0.26,10752,44
R_01911,NODE_0072,NODE_0100,Truck,10206,886,0.51,9216,18
R_01912,NODE_0022,NODE_0155,Truck,2278,498,0.53,8345,114
R_01913,NODE_0077,NODE_0218,Sea,9409,622,0.3,8901,8
R_01914,NODE_0033,NODE_0083,Truck,4450,1088,0.61,9179,127
R_01915,NODE_0084,NODE_0252,Truck,1410,1470,0.54,13230,165
R_01916,NODE_0190,NODE_0240,Rail,9554,1243,0.33,12833,169
R_01917,NODE_0167,NODE_0269,Truck,11040,1496,0.62,19040,182
R_01918,NODE_0142,NODE_0125,Truck,464,988,0.55,12752,138
R_01919,NODE_0153,NODE_0255,Sea,6730,205,0.29,11841,213
R_01920,NODE_0131,NODE_0054,Truck,9193,557,0.62,9174,233
R_01921,NODE_0127,NODE_0237,Truck,1715,1210,0.55,15521,198
R_01922,NODE_0204,NODE_0214,Sea,5526,712,0.16,7323,167
R_01923,NODE_0246,NODE_0033,Rail,1032,992,0.31,16161,47
R_01924,NODE_0212,NODE_0242,Truck,5568,858,0.47,9722,132
R_01925,NODE_0251,NODE_0202,Sea,3606,930,0.21,9704,81
R_01926,NODE_0124,NODE_0084,Rail,2708,1324,0.3,14348,226
R_01927,NODE_0042,NODE_0051,Truck,1448,117,0.48,16042,134
R_01928,NODE_0047,NODE_0077,Truck,134,1065,0.49,6373,82
R_01929,NODE_0187,NODE_0182,Sea,9471,279,0.16,12150,92
R_01930,NODE_0051,NODE_0019,Sea,1449,180,0.24,8299,210
R_01931,NODE_0087,NODE_0200,Rail,1861,647,0.34,19238,26
R_01932,NODE_0145,NODE_0070,Truck,7674,1341,0.62,7157,172
R_01933,NODE_0263,NODE_0049,Rail,10036,558,0.35,3049,108
R_01934,NODE_0173,NODE_0083,Sea,7844,1026,0.2,18674,86
R_01935,NODE_0150,NODE_0205,Rail,3952,733,0.35,8899,69
R_01936,NODE_0236,NODE_0076,Sea,2643,175,0.16,5857,45
R_01937,NODE_0055,NODE_0229,Truck,2546,250,0.51,12902,184
R_01938,NODE_0163,NODE_0296,Truck,11874,1086,0.54,6017,172
R_01939,NODE_0282,NODE_0154,Sea,3536,1069,0.25,13934,48
R_01940,NODE_0200,NODE_0098,Rail,1182,200,0.25,10263,107
R_01941,NODE_0095,NODE_0254,Rail,10886,914,0.37,12603,123
R_01942,NODE_0068,NODE_0167,Sea,11689,964,0.25,8028,9
R_01943,NODE_0084,NODE_0128,Rail,1627,1097,0.38,12962,45
R_01944,NODE_0021,NODE_0071,Truck,8501,1336,0.55,11104,240
R_01945,NODE_0103,NODE_0092,Rail,729,118,0.34,13238,212
R_01946,NODE_0190,NODE_0172,Truck,1813,1088,0.6,18419,59
R_01947,NODE_0108,NODE_0075,Rail,11246,1448,0.38,18547,78
R_01948,NODE_0271,NODE_0200,Sea,9774,1354,0.29,8444,119
R_01949,NODE_0020,NODE_0232,Sea,9782,1220,0.19,16956,19
R_01950,NODE_0145,NODE_0170,Truck,6773,1306,0.58,4057,129
R_01951,NODE_0213,NODE_0237,Sea,9469,572,0.29,9303,123
R_01952,NODE_0135,NODE_0153,Sea,734,569,0.25,10327,109
R_01953,NODE_0135,NODE_0002,Sea,3855,183,0.18,16721,69
R_01954,NODE_0203,NODE_0001,Rail,882,255,0.37,10966,145
R_01955,NODE_0279,NODE_0213,Truck,8320,1410,0.61,3677,135
R_01956,NODE_0297,NODE_0109,Sea,10934,1231,0.19,5796,226
R_01957,NODE_0120,NODE_0199,Sea,11990,772,0.18,8562,11
R_01958,NODE_0219,NODE_0040,Rail,10697,602,0.39,2677,33
R_01959,NODE_0066,NODE_0132,Truck,10871,698,0.58,15617,49
R_01960,NODE_0218,NODE_0104,Sea,2785,840,0.16,11462,87
R_01961,NODE_0277,NODE_0280,Sea,1223,256,0.3,5979,226
R_01962,NODE_0001,NODE_0122,Truck,4524,466,0.47,16787,94
R_01963,NODE_0062,NODE_0256,Sea,7723,1146,0.17,11119,209
R_01964,NODE_0042,NODE_0182,Truck,5887,461,0.53,8202,147
R_01965,NODE_0128,NODE_0009,Sea,1515,229,0.17,13209,49
R_01966,NODE_0267,NODE_0273,Truck,7942,1393,0.52,13147,226
R_01967,NODE_0199,NODE_0221,Truck,8495,924,0.49,8230,166
R_01968,NODE_0247,NODE_0034,Sea,3815,1445,0.29,18199,150
R_01969,NODE_0234,NODE_0198,Rail,10627,855,0.28,3375,17
R_01970,NODE_0231,NODE_0096,Truck,9454,827,0.45,14207,174
R_01971,NODE_0173,NODE_0212,Sea,221,745,0.28,4792,42
R_01972,NODE_0049,NODE_0266,Sea,2008,1314,0.17,18198,149
R_01973,NODE_0282,NODE_0174,Truck,10339,166,0.61,12389,70
R_01974,NODE_0159,NODE_0274,Rail,4907,179,0.38,3799,84
R_01975,NODE_0070,NODE_0132,Rail,2607,674,0.3,15501,27
R_01976,NODE_0271,NODE_0186,Truck,8263,731,0.6,15332,13
R_01977,NODE_0013,NODE_0145,Rail,3127,290,0.38,19201,162
R_01978,NODE_0051,NODE_0185,Truck,1659,641,0.6,12430,235
R_01979,NODE_0063,NODE_0093,Sea,3578,1292,0.27,9586,20
R_01980,NODE_0141,NODE_0159,Sea,8968,263,0.27,19987,155
R_01981,NODE_0279,NODE_0152,Sea,10879,709,0.17,15226,200
R_01982,NODE_0020,NODE_0159,Rail,1623,1447,0.3,3705,43
R_01983,NODE_0035,NODE_0048,Sea,165,318,0.28,3393,128
R_01984,NODE_0184,NODE_0207,Sea,1851,641,0.17,10112,28
R_01985,NODE_0171,NODE_0086,Truck,10724,1265,0.59,5403,169
R_01986,NODE_0008,NODE_0240,Truck,11702,359,0.48,18701,69
R_01987,NODE_0208,NODE_0002,Sea,8668,659,0.24,8145,134
R_01988,NODE_0280,NODE_0121,Truck,7140,532,0.57,14728,57
R_01989,NODE_0270,NODE_0149,Rail,2331,928,0.4,15485,156
R_01990,NODE_0147,NODE_0137,Truck,10198,355,0.59,10355,173
R_01991,NODE_0254,NODE_0000,Truck,6744,1309,0.49,10288,184
R_01992,NODE_0065,NODE_0295,Truck,10599,1288,0.47,10152,41
R_01993,NODE_0020,NODE_0118,Truck,862,247,0.59,6356,63
R_01994,NODE_0141,NODE_0057,Sea,146,1434,0.18,5629,220
R_01995,NODE_0007,NODE_0211,Truck,5692,522,0.54,6816,193
R_01996,NODE_0063,NODE_0188,Rail,6835,875,0.35,11013,121
R_01997,NODE_0103,NODE_0074,Truck,6476,823,0.49,9955,133
R_01998,NODE_0250,NODE_0140,Rail,901,616,0.25,17190,48
R_01999,NODE_0031,NODE_0030,Sea,7616,1173,0.19,15546,36
